"Date","Simple Date","Outdoor Temperature (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Yearly Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Absolute Pressure (inHg)"
2024-04-19T09:45:00-07:00,2024-04-19 09:45:00,59,1.3,1.3,2.9,66,0,0,0.04,0.23,8.86,30.23,81,1,125.3,29.57
2024-04-19T09:40:00-07:00,2024-04-19 09:40:00,59.7,0,0,2.9,102,0,0,0.04,0.23,8.86,30.23,80,0,111.5,29.57
2024-04-19T09:35:00-07:00,2024-04-19 09:35:00,59.7,0,0,2.9,102,0,0,0.04,0.23,8.86,30.23,80,0,105.9,29.57
2024-04-19T09:30:00-07:00,2024-04-19 09:30:00,60,0,0,2.9,102,0,0,0.04,0.23,8.86,30.23,79,0,103.9,29.57
2024-04-19T09:25:00-07:00,2024-04-19 09:25:00,59.1,0,0,2.9,102,0,0,0.04,0.23,8.86,30.23,81,0,109,29.57
2024-04-19T09:20:00-07:00,2024-04-19 09:20:00,58.6,0,0,2.9,102,0,0,0.04,0.23,8.86,30.22,82,0,93,29.57
2024-04-19T09:15:00-07:00,2024-04-19 09:15:00,58.2,1.3,1.3,2.9,102,0,0,0.04,0.23,8.86,30.23,83,0,85.8,29.57
2024-04-19T09:10:00-07:00,2024-04-19 09:10:00,58.6,1.5,1.5,2.9,102,0,0,0.04,0.23,8.86,30.22,84,0,73.1,29.56
2024-04-19T09:05:00-07:00,2024-04-19 09:05:00,58.4,0,0,2.9,102,0,0,0.04,0.23,8.86,30.23,83,0,72.4,29.57
2024-04-19T09:00:00-07:00,2024-04-19 09:00:00,58.2,0,0,2.9,102,0,0,0.04,0.23,8.86,30.22,85,0,71.3,29.56
2024-04-19T08:55:00-07:00,2024-04-19 08:55:00,58.1,0,0,2.9,102,0,0,0.04,0.23,8.86,30.22,84,0,68.3,29.56
2024-04-19T08:50:00-07:00,2024-04-19 08:50:00,57.9,0,0,2.9,102,0,0,0.04,0.23,8.86,30.22,85,0,63.3,29.57
2024-04-19T08:45:00-07:00,2024-04-19 08:45:00,58.2,1.5,1.5,2.9,192,0,0,0.04,0.23,8.86,30.22,84,0,70.2,29.56
2024-04-19T08:40:00-07:00,2024-04-19 08:40:00,58.4,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,83,0,69.1,29.56
2024-04-19T08:35:00-07:00,2024-04-19 08:35:00,58.2,2,2,2.9,186,0,0,0.04,0.23,8.86,30.22,84,0,59.5,29.57
2024-04-19T08:30:00-07:00,2024-04-19 08:30:00,58.1,1.3,1.3,2.9,186,0,0,0.04,0.23,8.86,30.22,85,0,55.1,29.57
2024-04-19T08:25:00-07:00,2024-04-19 08:25:00,58.2,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,84,0,47.5,29.56
2024-04-19T08:20:00-07:00,2024-04-19 08:20:00,58.1,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,84,0,45.4,29.56
2024-04-19T08:15:00-07:00,2024-04-19 08:15:00,57.9,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,85,0,42,29.56
2024-04-19T08:10:00-07:00,2024-04-19 08:10:00,57.9,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,85,0,47.6,29.56
2024-04-19T08:05:00-07:00,2024-04-19 08:05:00,58.1,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,85,0,46.1,29.56
2024-04-19T08:00:00-07:00,2024-04-19 08:00:00,57.7,0,0,2.9,186,0,0,0.04,0.23,8.86,30.21,85,0,47.5,29.55
2024-04-19T07:55:00-07:00,2024-04-19 07:55:00,57.5,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,86,0,42.3,29.56
2024-04-19T07:50:00-07:00,2024-04-19 07:50:00,57.3,0,0,2.9,186,0,0,0.04,0.23,8.86,30.22,87,0,36.1,29.56
2024-04-19T07:45:00-07:00,2024-04-19 07:45:00,57.3,0,0,2.9,186,0,0,0.04,0.23,8.86,30.21,87,0,31,29.55
2024-04-19T07:40:00-07:00,2024-04-19 07:40:00,57.2,1.5,1.5,2.9,186,0,0,0.04,0.23,8.86,30.21,87,0,25.9,29.55
2024-04-19T07:35:00-07:00,2024-04-19 07:35:00,57.2,0,0,2.9,186,0,0,0.04,0.23,8.86,30.21,87,0,23.3,29.55
2024-04-19T07:30:00-07:00,2024-04-19 07:30:00,57.2,1.3,1.3,2.9,186,0,0,0.04,0.23,8.86,30.21,87,0,18.7,29.55
2024-04-19T07:25:00-07:00,2024-04-19 07:25:00,57.2,1.3,1.3,2.9,174,0,0,0.04,0.23,8.86,30.21,87,0,18.4,29.55
2024-04-19T07:20:00-07:00,2024-04-19 07:20:00,57.2,0,0,2.9,174,0,0,0.04,0.23,8.86,30.21,88,0,17.5,29.55
2024-04-19T07:15:00-07:00,2024-04-19 07:15:00,57.2,0,0,2.9,174,0,0,0.04,0.23,8.86,30.21,88,0,15.1,29.55
2024-04-19T07:10:00-07:00,2024-04-19 07:10:00,57,0,0,2.9,174,0,0,0.04,0.23,8.86,30.21,88,0,12.7,29.55
2024-04-19T07:05:00-07:00,2024-04-19 07:05:00,57,1.3,1.3,2.9,174,0,0,0.04,0.23,8.86,30.21,88,0,10,29.55
2024-04-19T07:00:00-07:00,2024-04-19 07:00:00,57,0,0,2.9,174,0,0,0.04,0.23,8.86,30.2,88,0,8.8,29.54
2024-04-19T06:55:00-07:00,2024-04-19 06:55:00,57,0,0,2.9,174,0,0,0.04,0.23,8.86,30.2,88,0,7.7,29.54
2024-04-19T06:50:00-07:00,2024-04-19 06:50:00,57,0,0,2.9,174,0,0,0.04,0.23,8.86,30.2,88,0,6.2,29.54
2024-04-19T06:45:00-07:00,2024-04-19 06:45:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,89,0,4.5,29.54
2024-04-19T06:40:00-07:00,2024-04-19 06:40:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,89,0,3.8,29.54
2024-04-19T06:35:00-07:00,2024-04-19 06:35:00,56.6,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,90,0,3.2,29.54
2024-04-19T06:30:00-07:00,2024-04-19 06:30:00,56.6,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,2.2,29.53
2024-04-19T06:25:00-07:00,2024-04-19 06:25:00,56.8,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,90,0,1.5,29.54
2024-04-19T06:20:00-07:00,2024-04-19 06:20:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,90,0,0.9,29.54
2024-04-19T06:15:00-07:00,2024-04-19 06:15:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,89,0,0.6,29.53
2024-04-19T06:10:00-07:00,2024-04-19 06:10:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T06:05:00-07:00,2024-04-19 06:05:00,57,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T06:00:00-07:00,2024-04-19 06:00:00,56.8,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:55:00-07:00,2024-04-19 05:55:00,56.6,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:50:00-07:00,2024-04-19 05:50:00,56.8,0,0,2.9,84,0,0,0.04,0.23,8.86,30.2,90,0,0,29.54
2024-04-19T05:45:00-07:00,2024-04-19 05:45:00,56.6,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:40:00-07:00,2024-04-19 05:40:00,56.6,0,0,2.9,84,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T05:35:00-07:00,2024-04-19 05:35:00,57.2,0,0,2.9,90,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T05:30:00-07:00,2024-04-19 05:30:00,57,0,0,2.9,90,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T05:25:00-07:00,2024-04-19 05:25:00,56.8,0,0,2.9,90,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:20:00-07:00,2024-04-19 05:20:00,56.6,0,0,2.9,90,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:15:00-07:00,2024-04-19 05:15:00,56.8,0,0,2.9,90,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:10:00-07:00,2024-04-19 05:10:00,57,2,2,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T05:05:00-07:00,2024-04-19 05:05:00,57.3,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T05:00:00-07:00,2024-04-19 05:00:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:55:00-07:00,2024-04-19 04:55:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:50:00-07:00,2024-04-19 04:50:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:45:00-07:00,2024-04-19 04:45:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:40:00-07:00,2024-04-19 04:40:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:35:00-07:00,2024-04-19 04:35:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:30:00-07:00,2024-04-19 04:30:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:25:00-07:00,2024-04-19 04:25:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,89,0,0,29.54
2024-04-19T04:20:00-07:00,2024-04-19 04:20:00,57,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:15:00-07:00,2024-04-19 04:15:00,57,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:10:00-07:00,2024-04-19 04:10:00,57.2,2,2,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T04:05:00-07:00,2024-04-19 04:05:00,57.7,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,88,0,0,29.53
2024-04-19T04:00:00-07:00,2024-04-19 04:00:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,88,0,0,29.53
2024-04-19T03:55:00-07:00,2024-04-19 03:55:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T03:50:00-07:00,2024-04-19 03:50:00,57.3,1.5,1.5,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T03:45:00-07:00,2024-04-19 03:45:00,57.5,2,2,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:40:00-07:00,2024-04-19 03:40:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,89,0,0,29.53
2024-04-19T03:35:00-07:00,2024-04-19 03:35:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:30:00-07:00,2024-04-19 03:30:00,57.5,1.5,1.5,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:25:00-07:00,2024-04-19 03:25:00,57.7,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:20:00-07:00,2024-04-19 03:20:00,57.7,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:15:00-07:00,2024-04-19 03:15:00,57.7,1.5,1.5,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:10:00-07:00,2024-04-19 03:10:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.19,90,0,0,29.53
2024-04-19T03:05:00-07:00,2024-04-19 03:05:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,91,0,0,29.54
2024-04-19T03:00:00-07:00,2024-04-19 03:00:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,91,0,0,29.54
2024-04-19T02:55:00-07:00,2024-04-19 02:55:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,91,0,0,29.55
2024-04-19T02:50:00-07:00,2024-04-19 02:50:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,90,0,0,29.54
2024-04-19T02:45:00-07:00,2024-04-19 02:45:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.2,90,0,0,29.55
2024-04-19T02:40:00-07:00,2024-04-19 02:40:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.21,90,0,0,29.55
2024-04-19T02:35:00-07:00,2024-04-19 02:35:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.21,90,0,0,29.55
2024-04-19T02:30:00-07:00,2024-04-19 02:30:00,57.3,1.3,1.3,2.9,240,0,0,0.04,0.23,8.86,30.21,90,0,0,29.55
2024-04-19T02:25:00-07:00,2024-04-19 02:25:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T02:20:00-07:00,2024-04-19 02:20:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T02:15:00-07:00,2024-04-19 02:15:00,57.2,1.5,1.5,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T02:10:00-07:00,2024-04-19 02:10:00,57.3,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T02:05:00-07:00,2024-04-19 02:05:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T02:00:00-07:00,2024-04-19 02:00:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T01:55:00-07:00,2024-04-19 01:55:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.56
2024-04-19T01:50:00-07:00,2024-04-19 01:50:00,57.2,0,0,2.9,240,0,0,0.04,0.23,8.86,30.22,91,0,0,29.57
2024-04-19T01:45:00-07:00,2024-04-19 01:45:00,57.3,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,91,0,0,29.57
2024-04-19T01:40:00-07:00,2024-04-19 01:40:00,57.5,1.3,1.3,2.9,240,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T01:35:00-07:00,2024-04-19 01:35:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,91,0,0,29.57
2024-04-19T01:30:00-07:00,2024-04-19 01:30:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T01:25:00-07:00,2024-04-19 01:25:00,57.7,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T01:20:00-07:00,2024-04-19 01:20:00,57.7,0,0,2.9,240,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-19T01:15:00-07:00,2024-04-19 01:15:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,89,0,0,29.57
2024-04-19T01:10:00-07:00,2024-04-19 01:10:00,57.5,0,0,2.9,240,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T01:05:00-07:00,2024-04-19 01:05:00,57.5,2,2,2.9,240,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T01:00:00-07:00,2024-04-19 01:00:00,57.5,2,2,2.6,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.58
2024-04-19T00:55:00-07:00,2024-04-19 00:55:00,57.7,1.3,1.3,2.6,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T00:50:00-07:00,2024-04-19 00:50:00,57.9,2,2,2.6,246,0,0,0.04,0.23,8.86,30.22,89,0,0,29.57
2024-04-19T00:45:00-07:00,2024-04-19 00:45:00,57.9,1.5,1.5,2.6,246,0,0,0.04,0.23,8.86,30.23,89,0,0,29.57
2024-04-19T00:40:00-07:00,2024-04-19 00:40:00,58.1,1.3,1.3,2.6,246,0,0,0.04,0.23,8.86,30.22,88,0,0,29.57
2024-04-19T00:35:00-07:00,2024-04-19 00:35:00,58.2,0,0,2.6,246,0,0,0.04,0.23,8.86,30.22,88,0,0,29.57
2024-04-19T00:30:00-07:00,2024-04-19 00:30:00,58.1,0,0,2.6,246,0,0,0.04,0.23,8.86,30.23,88,0,0,29.57
2024-04-19T00:25:00-07:00,2024-04-19 00:25:00,58.2,0,0,1.5,246,0,0,0.04,0.23,8.86,30.23,88,0,0,29.57
2024-04-19T00:20:00-07:00,2024-04-19 00:20:00,58.1,0,0,1.5,246,0,0,0.04,0.23,8.86,30.23,88,0,0,29.58
2024-04-19T00:15:00-07:00,2024-04-19 00:15:00,57.7,0,0,1.5,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-19T00:10:00-07:00,2024-04-19 00:10:00,57.5,0,0,1.5,246,0,0,0.04,0.23,8.86,30.24,90,0,0,29.58
2024-04-19T00:05:00-07:00,2024-04-19 00:05:00,57.5,0,0,1.5,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.57
2024-04-19T00:00:00-07:00,2024-04-19 00:00:00,57.5,0,0,0,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.58
2024-04-18T23:55:00-07:00,2024-04-18 23:55:00,57.5,1.7,1.7,13.6,246,0,0,0.04,0.23,8.86,30.24,90,0,0,29.58
2024-04-18T23:50:00-07:00,2024-04-18 23:50:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T23:45:00-07:00,2024-04-18 23:45:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T23:40:00-07:00,2024-04-18 23:40:00,58.1,1.3,1.3,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:35:00-07:00,2024-04-18 23:35:00,58.2,1.3,1.3,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:30:00-07:00,2024-04-18 23:30:00,58.2,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:25:00-07:00,2024-04-18 23:25:00,58.1,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:20:00-07:00,2024-04-18 23:20:00,58.1,1.7,1.7,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:15:00-07:00,2024-04-18 23:15:00,58.4,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T23:10:00-07:00,2024-04-18 23:10:00,58.2,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T23:05:00-07:00,2024-04-18 23:05:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T23:00:00-07:00,2024-04-18 23:00:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T22:55:00-07:00,2024-04-18 22:55:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,90,0,0,29.58
2024-04-18T22:50:00-07:00,2024-04-18 22:50:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.58
2024-04-18T22:45:00-07:00,2024-04-18 22:45:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,90,0,0,29.58
2024-04-18T22:40:00-07:00,2024-04-18 22:40:00,57.5,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,90,0,0,29.58
2024-04-18T22:35:00-07:00,2024-04-18 22:35:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T22:30:00-07:00,2024-04-18 22:30:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T22:25:00-07:00,2024-04-18 22:25:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T22:20:00-07:00,2024-04-18 22:20:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T22:15:00-07:00,2024-04-18 22:15:00,58.1,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T22:10:00-07:00,2024-04-18 22:10:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T22:05:00-07:00,2024-04-18 22:05:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T22:00:00-07:00,2024-04-18 22:00:00,57.5,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T21:55:00-07:00,2024-04-18 21:55:00,57.5,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T21:50:00-07:00,2024-04-18 21:50:00,57.3,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,89,0,0,29.58
2024-04-18T21:45:00-07:00,2024-04-18 21:45:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T21:40:00-07:00,2024-04-18 21:40:00,57.5,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,88,0,0,29.58
2024-04-18T21:35:00-07:00,2024-04-18 21:35:00,57.5,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T21:30:00-07:00,2024-04-18 21:30:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,88,0,0,29.58
2024-04-18T21:25:00-07:00,2024-04-18 21:25:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,87,0,0,29.58
2024-04-18T21:20:00-07:00,2024-04-18 21:20:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.24,87,0,0,29.58
2024-04-18T21:15:00-07:00,2024-04-18 21:15:00,57.7,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,87,0,0,29.58
2024-04-18T21:10:00-07:00,2024-04-18 21:10:00,57.9,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,87,0,0,29.57
2024-04-18T21:05:00-07:00,2024-04-18 21:05:00,58.1,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,87,0,0,29.57
2024-04-18T21:00:00-07:00,2024-04-18 21:00:00,58.1,0,0,13.6,246,0,0,0.04,0.23,8.86,30.23,86,0,0,29.58
2024-04-18T20:55:00-07:00,2024-04-18 20:55:00,58.1,1.3,1.3,13.6,246,0,0,0.04,0.23,8.86,30.23,86,0,0,29.57
2024-04-18T20:50:00-07:00,2024-04-18 20:50:00,58.6,1.5,1.5,13.6,246,0,0,0.04,0.23,8.86,30.22,85,0,0,29.57
2024-04-18T20:45:00-07:00,2024-04-18 20:45:00,58.8,0,0,13.6,246,0,0,0.04,0.23,8.86,30.22,85,0,0,29.56
2024-04-18T20:40:00-07:00,2024-04-18 20:40:00,59.1,1.7,1.7,13.6,246,0,0,0.04,0.23,8.86,30.22,85,0,0,29.56
2024-04-18T20:35:00-07:00,2024-04-18 20:35:00,59.3,0,0,13.6,246,0,0,0.04,0.23,8.86,30.22,84,0,0,29.56
2024-04-18T20:30:00-07:00,2024-04-18 20:30:00,59.3,0,0,13.6,246,0,0,0.04,0.23,8.86,30.22,84,0,0,29.56
